0.05	0.9179987419343507	0.1	0.0	0.1
0.05	0.9355388335808974	0.11	0.036	0.07400000000000001
0.05	0.9229792531164428	0.12000000000000001	0.0	0.12000000000000001
0.05	0.9669696840963659	0.13	0.122	0.008000000000000007
0.05	0.942673840695443	0.14	0.044	0.09600000000000002
0.05	0.9401102282738537	0.15000000000000002	0.028	0.12200000000000003
0.05	0.9566684191131317	0.16	0.132	0.027999999999999997
0.05	0.9321249436999155	0.17	0.142	0.028000000000000025
0.05	0.9356167680120393	0.18	0.116	0.06399999999999999
0.05	0.9418993096265629	0.19	0.152	0.038000000000000006
0.05	0.9414382641013529	0.2	0.142	0.058000000000000024
0.05	0.948334215859098	0.21000000000000002	0.112	0.09800000000000002
0.05	0.985010254724183	0.22	0.346	-0.12599999999999997
0.05	0.9705617138471121	0.23	0.342	-0.11200000000000002
0.05	0.9257104825882704	0.24000000000000002	0.178	0.06200000000000003
0.05	0.967302775692092	0.25	0.304	-0.05399999999999999
0.05	0.959	0.26	0.252	0.008000000000000007
0.05	0.9745219037864885	0.27	0.308	-0.03799999999999998
0.05	0.9644596698007926	0.28	0.454	-0.174
0.05	0.9663241107389617	0.29000000000000004	0.38	-0.08999999999999997
0.05	0.9713847904093128	0.30000000000000004	0.376	-0.07599999999999996
0.05	0.939	0.31	0.208	0.10200000000000001
0.05	0.959	0.32	0.252	0.068
0.05	0.939	0.33	0.152	0.17800000000000002
0.05	0.959	0.33999999999999997	0.246	0.09399999999999997
0.05	0.979	0.35	0.386	-0.03600000000000003
0.05	0.999	0.36	0.334	0.025999999999999968
0.05	0.959	0.37	0.39	-0.020000000000000018
0.05	0.999	0.38	0.336	0.043999999999999984
0.05	0.979	0.39	0.424	-0.033999999999999975
0.05	0.999	0.4	0.426	-0.025999999999999968
0.05	0.999	0.41000000000000003	0.418	-0.007999999999999952
0.05	0.999	0.42000000000000004	0.422	-0.0019999999999999463
0.05	0.999	0.43000000000000005	0.414	0.01600000000000007
0.05	0.999	0.44000000000000006	0.388	0.052000000000000046
