0.05	0.7683509868851985	0.0	0.0	0.0
0.05	0.7837630879909053	0.005	0.0	0.005
0.05	0.8443109823708056	0.01	0.0	0.01
0.05	0.8096831837298892	0.015	0.0	0.015
0.05	0.8461816395702023	0.02	0.0	0.02
0.05	0.8443778175910496	0.025	0.002	0.023
0.05	0.8626230088037048	0.03	0.0	0.03
0.05	0.8771888647450696	0.035	0.0	0.035
0.05	0.9132031383995489	0.04	0.002	0.038
0.05	0.9221021707652433	0.045	0.0	0.045
0.05	0.9105910285356755	0.05	0.0	0.05
0.05	0.9245664986759927	0.055	0.002	0.053
0.05	0.9296964778185092	0.06	0.006	0.054
0.05	0.9323514530086149	0.065	0.096	-0.031
0.05	0.9342585464768235	0.07	0.004	0.066
0.05	0.9511512053308455	0.075	0.032	0.043
0.05	0.9119651972187474	0.08	0.0	0.08
0.05	0.9209754695242234	0.085	0.008	0.07700000000000001
0.05	0.9490674014829066	0.09	0.082	0.007999999999999993
0.05	0.9185347414427599	0.095	0.004	0.091
0.05	0.9520114141001227	0.1	0.062	0.038000000000000006
0.05	0.9510051393692235	0.105	0.076	0.028999999999999998
0.05	0.9437464153716792	0.11	0.014	0.096
0.05	0.937175594246776	0.115	0.002	0.113
0.05	0.9427336956597623	0.12	0.034	0.086
0.05	0.9305465388841697	0.125	0.004	0.121
0.05	0.9527137041639029	0.13	0.178	-0.04799999999999999
0.05	0.9360594291265794	0.135	0.03	0.10500000000000001
0.05	0.9312758138686528	0.14	0.024	0.11600000000000002
0.05	0.9460945053763101	0.145	0.038	0.10699999999999998
0.05	0.9695707322116358	0.15	0.236	-0.086
0.05	0.9490547128956442	0.155	0.114	0.040999999999999995
0.05	0.9581908438170087	0.16	0.164	-0.0040000000000000036
0.05	0.9557556117615084	0.165	0.08	0.085
0.05	0.962069399102638	0.17	0.192	-0.021999999999999992
0.05	0.9538217758850749	0.17500000000000002	0.174	0.0010000000000000286
0.05	0.9646367860473624	0.18	0.264	-0.08400000000000002
0.05	0.9434875319470908	0.185	0.19	-0.0050000000000000044
0.05	0.9119827313543086	0.19	0.002	0.188
0.05	0.9501378744568931	0.195	0.156	0.03900000000000001
0.05	0.9662883603537298	0.2	0.202	-0.0020000000000000018
0.05	0.9353131020497765	0.20500000000000002	0.012	0.193
0.05	0.9376297246609088	0.21	0.19	0.01999999999999999
0.05	0.9731945713442139	0.215	0.242	-0.026999999999999996
0.05	0.9441136800092587	0.22	0.072	0.14800000000000002
0.05	0.9378089225658721	0.225	0.1	0.125
0.05	0.9763192387561187	0.23	0.228	0.0020000000000000018
0.05	0.9256311161093307	0.23500000000000001	0.054	0.18100000000000002
0.05	0.939	0.24	0.082	0.15799999999999997
0.05	0.9561978188143534	0.245	0.31	-0.065
0.05	0.970935894328257	0.25	0.256	-0.006000000000000005
0.05	0.9490699923429239	0.255	0.142	0.11300000000000002
0.05	0.979	0.26	0.334	-0.07400000000000001
0.05	0.9657462108523637	0.265	0.296	-0.030999999999999972
0.05	0.9584352962887398	0.27	0.258	0.01200000000000001
0.05	0.9672199173403232	0.275	0.328	-0.05299999999999999
0.05	0.939	0.28	0.296	-0.01599999999999996
0.05	0.983391783583099	0.28500000000000003	0.408	-0.12299999999999994
0.05	0.9735218347874237	0.29	0.338	-0.04800000000000004
0.05	0.9777084984819344	0.295	0.364	-0.069
0.05	0.959	0.3	0.278	0.021999999999999964
0.05	0.959	0.305	0.312	-0.007000000000000006
0.05	0.959	0.31	0.304	0.006000000000000005
0.05	0.959	0.315	0.39	-0.07500000000000001
0.05	0.959	0.32	0.304	0.016000000000000014
0.05	0.939	0.325	0.196	0.129
0.05	0.979	0.33	0.438	-0.10799999999999998
0.05	0.979	0.335	0.426	-0.09099999999999997
0.05	0.959	0.34	0.352	-0.011999999999999955
0.05	0.999	0.34500000000000003	0.384	-0.03899999999999998
0.05	0.959	0.35000000000000003	0.3	0.050000000000000044
0.05	0.999	0.355	0.352	0.0030000000000000027
0.05	0.999	0.36	0.392	-0.03200000000000003
0.05	0.979	0.365	0.388	-0.02300000000000002
0.05	0.999	0.37	0.42	-0.04999999999999999
0.05	0.999	0.375	0.372	0.0030000000000000027
0.05	0.999	0.38	0.388	-0.008000000000000007
0.05	0.999	0.385	0.4	-0.015000000000000013
0.05	0.999	0.39	0.344	0.04600000000000004
0.05	0.999	0.395	0.384	0.01100000000000001
0.05	0.999	0.4	0.372	0.028000000000000025
0.05	0.999	0.405	0.386	0.019000000000000017
0.05	0.999	0.41000000000000003	0.408	0.0020000000000000573
0.05	0.999	0.41500000000000004	0.37	0.04500000000000004
0.05	0.999	0.42	0.404	0.01599999999999996
0.05	0.999	0.425	0.42	0.0050000000000000044
0.05	0.999	0.43	0.396	0.033999999999999975
0.05	0.999	0.435	0.326	0.10899999999999999
0.05	0.999	0.44	0.398	0.04199999999999998
0.05	0.999	0.445	0.368	0.07700000000000001
0.05	0.999	0.45	0.404	0.045999999999999985
0.05	0.999	0.455	0.446	0.009000000000000008
0.05	0.999	0.46	0.386	0.07400000000000001
0.05	0.999	0.465	0.41	0.05500000000000005
0.05	0.999	0.47000000000000003	0.366	0.10400000000000004
0.05	0.999	0.47500000000000003	0.39	0.08500000000000002
